income,age,gender,education_level
41307,38,1,2.0
52200,37,1,3.0
39731,26,0,0.0
30894,36,0,1.0
46347,38,1,1.0
37916,39,1,1.0
40872,32,1,1.0
54138,28,1,3.0
38456,39,1,1.0
43231,33,0,1.0
18023,32,0,0.0
37971,37,1,2.0
25894,25,1,3.0
42920,36,1,1.0
44768,34,1,2.0
46827,26,1,1.0
35294,32,1,1.0
45848,30,0,2.0
35053,32,1,3.0
43204,43,0,1.0
41006,39,0,1.0
46768,26,0,1.0
40541,37,0,1.0
21499,24,1,2.0
39457,31,1,1.0
45676,34,1,2.0
41119,36,0,2.0
37194,34,1,3.0
46971,30,1,2.0
29463,25,1,1.0
34594,22,1,3.0
42581,25,1,1.0
41441,32,1,1.0
38915,35,1,0.0
37638,21,0,1.0
43098,28,1,2.0
34463,31,0,1.0
30082,38,0,2.0
27191,19,1,3.0
30621,24,1,0.0
33431,25,1,1.0
28983,25,1,2.0
30347,34,0,2.0
47536,33,1,1.0
51948,31,0,1.0
80279,44,0,1.0
20309,37,1,2.0
44752,22,0,1.0
56792,53,1,2.0
51068,53,0,2.0
45208,31,1,2.0
18603,23,1,0.0
38887,44,0,1.0
21523,33,0,3.0
31553,34,0,2.0
27695,26,0,2.0
51798,54,1,1.0
39518,31,0,1.0
26087,24,0,2.0
24818,27,1,3.0
53012,61,1,1.0
37623,28,1,3.0
37693,44,0,2.0
58964,39,0,3.0
44299,30,0,1.0
37220,27,0,2.0
68090,58,0,1.0
37313,23,0,1.0
37917,28,0,1.0
51131,35,0,3.0
50519,44,0,2.0
39235,37,1,2.0
79110,45,0,3.0
18079,34,0,0.0
41088,28,0,2.0
43015,33,0,1.0
36778,31,0,1.0
15000,36,0,2.0
36998,38,0,1.0
40777,29,1,1.0
41321,34,0,1.0
38767,30,1,1.0
22032,35,1,1.0
26541,39,1,2.0
41314,42,0,2.0
36793,30,1,3.0
39817,37,1,3.0
29478,37,0,1.0
31679,18,1,2.0
25672,21,1,1.0
38100,30,1,2.0
24260,18,0,1.0
43257,25,1,1.0
22391,34,0,1.0
57910,54,0,3.0
54618,28,0,2.0
27165,21,1,2.0
32477,37,0,1.0
36018,24,0,1.0
42360,39,0,1.0
47404,37,1,0.0
36168,33,1,2.0
36462,24,0,1.0
29226,19,0,3.0
50886,30,0,2.0
31353,19,1,1.0
34374,23,0,1.0
25128,32,1,2.0
21626,33,1,0.0
41212,36,1,1.0
48108,42,0,1.0
50824,54,0,2.0
53774,34,0,2.0
27837,26,1,2.0
47656,30,0,2.0
32132,29,1,1.0
34970,31,1,2.0
31954,24,1,3.0
33629,33,0,1.0
53830,63,1,1.0
36676,34,0,2.0
47569,25,0,2.0
39965,35,1,3.0
45926,31,0,1.0
30772,22,0,0.0
35422,30,1,2.0
25199,27,0,1.0
34313,20,0,2.0
36644,38,1,2.0
35276,29,1,1.0
27995,21,1,2.0
46167,34,0,1.0
49428,43,0,1.0
29396,20,1,2.0
36633,25,1,2.0
34462,31,0,2.0
26003,22,0,2.0
32010,30,0,2.0
43514,26,0,1.0
38456,29,1,2.0
38668,21,1,1.0
43418,34,0,3.0
38213,31,0,2.0
42838,32,0,3.0
36212,23,1,2.0
39150,34,1,2.0
60589,45,0,2.0
38630,27,0,3.0
42537,32,0,1.0
37464,32,0,2.0
38069,39,0,1.0
46847,34,1,3.0
41069,35,0,1.0
35158,18,1,1.0
37686,18,0,2.0
36560,26,1,1.0
37296,33,0,0.0
28264,21,0,2.0
40755,36,0,2.0
49401,21,0,2.0
49189,63,1,1.0
40353,26,1,1.0
46216,19,1,2.0
21524,34,1,1.0
33870,28,0,3.0
41562,44,0,2.0
32426,29,1,3.0
36682,18,0,1.0
36506,37,0,1.0
37607,30,0,1.0
45321,33,1,2.0
95918,43,1,3.0
70164,38,1,3.0
56315,41,0,2.0
48627,64,0,2.0
36174,39,0,2.0
56187,63,0,2.0
56719,50,1,3.0
37538,24,1,1.0
49640,62,1,1.0
20116,24,0,1.0
31990,35,1,1.0
36329,21,1,0.0
28002,30,1,1.0
38003,26,0,1.0
49496,44,0,2.0
51974,29,0,3.0
27871,36,0,3.0
59731,40,1,0.0
41486,34,1,2.0
31525,34,1,1.0
30614,33,1,1.0
24274,24,1,2.0
46075,38,0,2.0
48794,40,0,1.0
36974,22,0,2.0
37737,40,1,1.0
47379,25,1,2.0
37742,29,1,2.0
31322,35,1,2.0
25280,33,0,3.0
37122,19,1,1.0
49601,27,1,2.0
35205,39,0,1.0
19901,24,1,1.0
44361,26,1,1.0
45131,25,0,1.0
43966,32,0,1.0
55759,41,0,2.0
80750,45,1,2.0
56165,52,0,3.0
26467,35,0,2.0
43843,27,1,3.0
30214,28,1,1.0
30649,26,0,2.0
39836,28,1,1.0
39750,44,0,2.0
35049,39,1,1.0
46657,26,1,1.0
45734,37,1,3.0
61653,26,0,2.0
49659,55,1,3.0
29173,28,0,3.0
37167,22,1,1.0
46549,35,0,1.0
39054,30,1,1.0
42274,39,1,1.0
47071,34,1,0.0
45772,28,1,1.0
30687,21,0,3.0
34896,30,0,1.0
47369,39,1,2.0
53021,38,0,2.0
35460,29,0,1.0
28566,35,1,1.0
43384,39,1,1.0
54943,42,0,3.0
41572,37,1,2.0
52884,59,1,1.0
46784,33,0,2.0
37106,28,1,1.0
40975,29,1,1.0
55925,47,0,3.0
48265,30,1,2.0
38477,43,1,1.0
39606,31,1,0.0
40543,37,1,2.0
46000,29,1,3.0
40533,25,0,2.0
56722,31,0,0.0
41448,33,0,1.0
44782,39,0,2.0
37068,28,1,3.0
16994,31,1,1.0
46373,27,1,2.0
49095,42,1,2.0
51957,43,1,3.0
52778,40,1,2.0
45230,21,0,3.0
26778,37,0,1.0
44937,23,1,2.0
49783,57,0,1.0
47452,44,0,0.0
32881,18,1,3.0
51466,29,0,3.0
36379,19,0,2.0
39189,39,1,1.0
54038,37,1,3.0
38501,39,0,1.0
38692,42,0,2.0
45652,44,0,1.0
44009,26,1,3.0
60164,37,0,1.0
36761,35,1,2.0
52580,40,0,2.0
42587,36,1,2.0
41081,34,0,1.0
35335,26,0,1.0
34978,35,0,3.0
43230,41,0,1.0
52188,54,0,3.0
49265,63,0,2.0
48532,40,1,2.0
34873,18,0,1.0
21786,20,1,1.0
55096,39,1,2.0
38998,37,1,2.0
28986,35,1,1.0
43762,34,1,1.0
47831,33,0,1.0
40401,27,1,1.0
41513,28,1,2.0
27779,29,1,1.0
57920,25,0,3.0
46047,26,0,0.0
36402,29,0,1.0
42760,38,1,1.0
52035,29,0,3.0
49122,28,0,2.0
36646,20,1,1.0
42616,20,1,2.0
61668,44,0,2.0
33477,29,0,1.0
32020,39,0,3.0
38043,32,0,1.0
41535,25,1,1.0
28320,39,0,0.0
43820,26,1,3.0
42207,33,1,2.0
20117,37,1,2.0
33313,31,1,3.0
38840,32,1,2.0
39200,36,1,2.0
37318,27,0,1.0
46478,35,0,1.0
39258,31,0,2.0
57067,28,0,2.0
25134,37,0,1.0
60266,25,0,0.0
46289,32,1,2.0
39086,30,0,3.0
37179,24,1,2.0
34061,18,0,2.0
37084,27,0,2.0
22116,36,1,0.0
39623,40,1,1.0
48447,49,1,2.0
25258,35,1,2.0
30378,20,0,1.0
42934,26,1,0.0
50286,46,0,1.0
26609,25,1,2.0
32395,23,0,3.0
25032,19,0,2.0
33706,35,0,2.0
46672,18,0,1.0
28339,28,1,3.0
33303,19,0,2.0
43826,36,0,2.0
36407,31,1,2.0
29690,19,0,2.0
45296,41,1,1.0
25663,36,0,2.0
38391,29,1,2.0
36795,38,0,1.0
37647,37,1,1.0
34666,22,0,1.0
46556,37,1,2.0
28420,22,0,2.0
50943,20,1,3.0
48413,44,0,3.0
50733,57,0,1.0
50233,61,1,2.0
24945,36,0,0.0
30663,23,0,1.0
40950,27,0,1.0
43827,36,1,1.0
39656,43,0,2.0
42343,35,0,2.0
57170,25,0,2.0
32745,39,1,1.0
50654,26,1,1.0
25217,38,0,2.0
33613,28,0,3.0
39598,29,1,2.0
38117,33,1,1.0
27153,39,0,2.0
34703,37,1,2.0
29555,20,1,3.0
25480,28,0,2.0
35342,25,1,1.0
37276,20,1,2.0
49040,33,1,2.0
46742,31,0,2.0
25535,22,1,3.0
34531,26,0,3.0
59704,36,0,3.0
50272,30,1,1.0
32114,30,1,1.0
26480,36,0,2.0
57546,61,0,2.0
32526,37,1,2.0
56609,45,0,2.0
38260,32,0,2.0
36498,31,1,2.0
16695,28,0,0.0
41739,36,1,1.0
47826,32,1,2.0
44346,21,0,1.0
44229,35,1,1.0
57929,32,0,2.0
46226,35,1,2.0
30110,26,1,2.0
18909,19,0,0.0
40045,33,1,3.0
30842,18,0,2.0
29967,37,1,1.0
35055,34,0,1.0
60304,53,1,1.0
44470,31,0,1.0
33195,26,0,2.0
42524,34,1,2.0
38393,38,1,2.0
37675,39,1,2.0
48204,32,0,2.0
44441,30,1,1.0
37558,22,0,2.0
43520,30,0,2.0
45487,35,0,1.0
42140,34,0,2.0
44194,30,1,2.0
43272,42,1,1.0
39227,29,0,2.0
45590,31,1,0.0
50105,42,0,2.0
54861,26,0,2.0
38133,30,0,1.0
48320,30,1,2.0
28289,23,0,2.0
37417,36,0,3.0
66012,38,0,0.0
29012,38,1,1.0
46487,18,1,2.0
19644,20,1,2.0
39167,28,0,1.0
31841,30,1,2.0
33174,18,1,2.0
25909,37,0,2.0
49899,43,0,2.0
55538,41,1,1.0
20291,29,1,0.0
41995,32,1,1.0
47371,33,1,3.0
46006,33,0,3.0
26376,26,1,1.0
39300,27,0,1.0
40251,32,1,2.0
27621,21,0,1.0
37565,41,1,1.0
53167,64,0,3.0
46247,44,1,3.0
49922,20,0,0.0
23327,36,1,0.0
29499,25,1,1.0
41279,22,0,0.0
40575,32,1,1.0
44839,35,0,1.0
47349,28,1,1.0
47949,37,1,1.0
38798,33,1,3.0
48467,24,1,1.0
47087,36,1,2.0
48710,45,0,2.0
45467,43,0,1.0
46060,30,1,3.0
36773,37,1,1.0
96337,47,1,2.0
44040,36,1,1.0
34729,32,0,2.0
38303,33,0,2.0
35660,18,1,3.0
44729,35,0,2.0
54497,45,0,3.0
30996,26,1,2.0
30929,39,0,1.0
25238,34,1,1.0
45794,20,0,0.0
52132,29,1,2.0
38669,22,0,1.0
57035,46,0,3.0
38715,39,1,1.0
46957,30,0,1.0
42829,31,0,1.0
37187,23,0,1.0
35248,28,1,3.0
32563,27,0,1.0
41463,37,0,2.0
59638,36,0,0.0
46571,30,1,1.0
43597,38,0,1.0
37394,38,0,3.0
34124,35,1,1.0
49186,26,1,1.0
32885,19,1,3.0
48363,44,1,1.0
23747,20,1,1.0
50301,62,0,1.0
46747,29,0,1.0
48155,35,0,2.0
42077,31,0,1.0
41806,29,0,1.0
20258,28,1,1.0
54584,39,1,3.0
45731,25,1,1.0
39972,43,1,2.0
43091,29,1,1.0
34384,25,0,2.0
38989,31,0,2.0
50476,51,1,3.0
47168,19,0,1.0
30384,27,1,2.0
32291,24,1,1.0
33146,19,0,2.0
47070,37,1,2.0
30776,34,1,1.0
50460,48,1,3.0
40034,27,0,1.0
34506,19,1,0.0
50781,40,0,2.0
36873,30,1,1.0
49265,58,0,2.0
38631,27,0,1.0
29591,18,1,2.0
32391,22,1,1.0
43254,30,0,2.0
39498,37,1,1.0
36517,27,0,1.0
52163,27,0,2.0
27379,25,1,1.0
38333,35,1,1.0
31796,23,1,2.0
44289,43,0,2.0
47673,34,1,2.0
43835,28,0,1.0
30849,29,1,0.0
49274,57,1,2.0
38834,30,0,2.0
39893,43,0,1.0
34885,27,1,2.0
35131,30,0,3.0
46993,27,0,0.0
37324,31,1,2.0
53031,36,1,2.0
34242,30,0,0.0
27393,21,0,1.0
37286,23,1,3.0
40062,36,0,2.0
50133,42,1,1.0
43063,27,0,2.0
45353,44,0,2.0
45248,22,1,1.0
52410,35,1,2.0
46501,23,0,2.0
52630,41,0,2.0
25737,31,1,3.0
42068,31,1,2.0
30547,33,0,3.0
30742,31,0,3.0
34228,24,0,1.0
41187,39,0,2.0
40970,40,0,1.0
35737,26,1,2.0
29559,36,1,1.0
41003,38,0,0.0
39899,42,1,3.0
39468,34,0,2.0
36058,35,0,1.0
42131,33,1,0.0
49697,57,1,2.0
44268,34,0,2.0
24320,34,1,2.0
44453,38,1,1.0
39258,35,0,1.0
33366,25,0,0.0
37257,28,0,2.0
37621,25,0,2.0
35462,29,1,2.0
31448,35,1,1.0
40449,32,1,3.0
33469,25,0,1.0
44278,27,1,2.0
35145,34,0,1.0
31885,39,0,2.0
40959,33,0,2.0
63059,56,1,2.0
37050,33,0,3.0
20838,39,1,2.0
46134,32,1,3.0
46814,26,1,2.0
55347,55,1,1.0
32061,18,0,2.0
65617,29,0,1.0
36147,33,1,1.0
29464,22,1,2.0
48155,26,1,1.0
39624,43,0,1.0
50898,54,0,1.0
45039,32,1,0.0
31973,33,0,3.0
38282,30,0,2.0
45012,34,1,1.0
40363,27,0,2.0
76789,48,1,1.0
54111,50,1,3.0
37158,20,1,1.0
36997,25,0,1.0
32507,38,0,3.0
42041,37,0,2.0
46577,33,0,0.0
42648,35,1,1.0
51673,46,0,2.0
50316,28,1,2.0
42468,37,1,1.0
46143,26,1,2.0
42856,28,1,2.0
43163,39,1,2.0
50012,60,1,3.0
50905,41,1,1.0
45251,36,0,2.0
48674,44,1,2.0
35312,39,1,1.0
41584,36,1,2.0
32113,24,0,2.0
41063,36,0,2.0
58229,33,0,2.0
45016,33,1,2.0
45990,43,1,2.0
74602,48,1,3.0
53202,46,0,3.0
37596,31,0,1.0
24368,29,0,2.0
27565,35,1,1.0
43010,36,0,1.0
44163,18,0,1.0
50567,58,0,1.0
31788,21,0,1.0
43531,41,1,3.0
41094,18,0,2.0
35747,33,0,1.0
49386,24,0,2.0
34195,22,1,3.0
15000,35,1,1.0
34790,30,0,3.0
24817,20,1,2.0
75148,43,0,2.0
49975,41,0,1.0
31976,23,0,1.0
44068,39,0,2.0
44735,34,1,2.0
55180,62,1,3.0
35555,39,1,2.0
47600,42,1,3.0
39590,34,1,0.0
42961,39,1,3.0
40249,28,0,2.0
33322,28,1,2.0
49100,35,1,3.0
46065,28,1,2.0
41324,33,0,2.0
50001,41,0,3.0
43635,27,1,0.0
37130,26,1,3.0
23668,18,0,2.0
46526,39,0,1.0
50716,47,1,3.0
49787,58,0,1.0
28358,20,0,1.0
40831,42,1,0.0
30034,32,0,1.0
24919,36,0,1.0
45458,29,1,1.0
41435,38,0,2.0
37610,37,1,2.0
40533,42,0,2.0
41519,22,0,0.0
23469,32,1,1.0
43721,32,1,2.0
42900,33,1,1.0
52026,58,1,3.0
28431,29,1,2.0
45845,30,0,2.0
39714,41,1,2.0
49794,41,1,2.0
42386,37,0,2.0
42691,25,1,2.0
43567,34,0,1.0
47616,30,0,1.0
47458,44,1,2.0
36319,26,1,2.0
41025,34,0,2.0
52016,43,0,2.0
43334,37,0,1.0
38554,35,0,2.0
36147,38,1,1.0
42415,28,1,2.0
20198,31,1,0.0
36765,18,1,1.0
45601,27,1,2.0
51035,21,1,2.0
42726,23,0,2.0
49115,57,1,1.0
43277,38,0,3.0
35788,37,1,1.0
31736,20,0,2.0
59810,22,1,3.0
27572,21,1,2.0
45828,19,0,3.0
45601,41,0,1.0
25778,24,1,1.0
46887,36,1,3.0
29426,32,1,2.0
41404,27,0,1.0
56601,40,1,1.0
42078,35,0,2.0
40835,29,0,2.0
31339,35,0,2.0
40282,44,0,1.0
46876,27,0,0.0
53273,38,0,3.0
34738,37,0,2.0
40458,39,1,1.0
31348,37,0,1.0
43191,28,0,0.0
43084,25,1,0.0
32422,19,1,2.0
47661,26,0,0.0
37375,19,1,1.0
42253,38,1,3.0
23862,22,0,1.0
39640,31,1,0.0
38209,33,1,1.0
47679,39,1,2.0
61178,27,1,3.0
28798,37,0,2.0
60603,40,0,0.0
45274,35,1,2.0
52098,46,1,3.0
34045,34,1,2.0
41434,29,1,1.0
35381,30,1,2.0
45895,39,0,2.0
42381,43,1,1.0
26011,29,1,2.0
42217,32,1,2.0
23145,19,1,1.0
33157,24,1,2.0
42889,33,0,2.0
24510,39,1,2.0
47047,42,1,1.0
45402,30,0,2.0
38162,34,0,1.0
41936,25,1,0.0
28198,26,0,2.0
41540,28,1,3.0
48942,44,0,2.0
42040,30,0,1.0
40750,29,1,1.0
46076,25,1,1.0
40682,36,1,3.0
52789,53,0,2.0
56182,58,0,3.0
41505,39,0,3.0
32588,18,0,3.0
37875,19,0,1.0
45972,29,1,2.0
44812,37,0,1.0
33923,19,0,3.0
47480,38,0,3.0
48103,32,1,1.0
23101,30,1,0.0
25650,25,1,2.0
39454,41,0,2.0
30633,18,0,1.0
63304,48,1,2.0
28533,28,1,1.0
24557,39,1,1.0
45652,23,0,2.0
28873,25,1,2.0
52187,38,0,3.0
22427,26,1,1.0
32481,24,1,1.0
31057,35,1,2.0
58205,20,1,2.0
33399,26,1,0.0
36312,37,0,2.0
26935,20,1,1.0
50627,39,1,2.0
50006,57,1,2.0
54009,48,0,1.0
50268,40,1,3.0
46235,25,1,2.0
25185,19,1,2.0
41468,38,0,3.0
35513,18,0,2.0
49761,49,0,1.0
45047,28,1,2.0
33326,29,1,0.0
46238,35,1,2.0
29729,27,0,2.0
58048,60,1,1.0
47802,28,0,2.0
42603,39,1,3.0
34022,19,1,1.0
36560,20,0,0.0
18863,26,0,0.0
38772,35,1,2.0
34744,38,1,2.0
47017,40,0,1.0
47390,43,0,2.0
41819,40,0,3.0
41868,39,0,2.0
40554,31,0,1.0
52965,35,0,1.0
47468,25,0,2.0
53654,59,1,1.0
28653,31,1,2.0
29701,18,1,2.0
38139,37,0,0.0
43252,26,1,3.0
35708,33,1,2.0
35759,34,0,2.0
46117,27,1,3.0
54575,39,1,3.0
47186,34,1,2.0
71824,47,1,1.0
49387,27,1,2.0
24293,30,1,2.0
45088,30,1,1.0
37351,38,1,2.0
44054,34,0,1.0
50037,36,1,2.0
49693,63,0,2.0
50774,52,0,3.0
43145,24,1,2.0
18239,30,1,2.0
41673,21,1,1.0
29730,34,0,2.0
37569,37,0,2.0
36761,33,0,1.0
36583,36,0,1.0
35041,19,0,1.0
46014,35,1,1.0
40012,39,0,1.0
57158,46,1,2.0
32006,36,1,2.0
47160,32,0,1.0
33684,35,0,2.0
55317,57,0,3.0
42994,42,1,3.0
38928,34,1,2.0
42415,35,1,3.0
62192,47,1,2.0
63283,36,0,2.0
28084,25,0,1.0
33891,32,0,0.0
40173,27,0,2.0
42236,21,1,1.0
27820,26,0,2.0
35288,20,0,2.0
35963,29,1,3.0
50017,23,1,2.0
37002,27,1,2.0
47398,40,0,0.0
29043,36,1,3.0
41497,22,0,2.0
33313,22,1,2.0
29344,29,1,3.0
31911,33,0,2.0
51897,36,0,2.0
43508,28,1,2.0
47327,39,1,0.0
29089,37,1,1.0
35724,20,1,2.0
22503,23,1,0.0
27565,20,0,1.0
48218,39,1,2.0
43433,26,0,2.0
43484,26,1,1.0
41902,28,0,2.0
38450,21,1,1.0
40936,36,0,2.0
24936,23,0,1.0
54482,52,0,2.0
31515,31,0,3.0
45253,27,1,2.0
35682,39,1,1.0
31949,19,0,2.0
37221,27,1,2.0
33664,28,1,2.0
44914,28,0,2.0
35303,21,1,1.0
58277,30,0,3.0
35124,19,1,1.0
31971,26,1,2.0
61696,58,1,3.0
36087,35,0,3.0
56267,31,1,2.0
45694,37,0,2.0
56842,46,1,3.0
34955,32,0,2.0
40661,32,0,
19624,31,1,1.0
24487,33,0,0.0
47581,26,0,3.0
51147,54,0,3.0
15000,19,1,1.0
36376,24,0,1.0
22747,27,1,3.0
37494,32,1,2.0
50354,64,0,3.0
35351,37,0,1.0
37450,34,1,1.0
37310,39,1,2.0
38242,34,1,2.0
37613,33,0,0.0
44686,29,1,2.0
43867,32,0,1.0
35859,38,1,2.0
54391,60,1,3.0
41455,25,1,2.0
54743,51,0,2.0
17339,33,1,0.0
45460,37,1,2.0
28912,19,0,1.0
29008,21,1,2.0
33467,33,1,1.0
36336,30,1,1.0
27205,32,1,2.0
46055,36,0,3.0
44018,32,1,2.0
16612,23,0,1.0
61164,64,0,2.0
31774,24,0,1.0
32938,19,1,2.0
42695,35,0,1.0
31580,39,0,1.0
49380,64,1,1.0
49248,43,1,2.0
44761,40,0,1.0
43085,36,0,1.0
40746,29,1,1.0
31813,29,0,0.0
26900,36,1,1.0
51864,64,1,0.0
38181,36,1,2.0
32731,37,1,2.0
51181,44,1,2.0
72328,47,0,3.0
38588,42,0,3.0
39719,19,1,1.0
32712,26,0,1.0
36032,22,1,0.0
39607,32,0,2.0
39193,37,1,2.0
31403,29,1,2.0
31983,33,1,3.0
46559,29,0,0.0
35022,36,1,1.0
41588,36,0,1.0
41374,25,0,2.0
36655,22,1,2.0
39475,36,0,2.0
42079,32,0,1.0
50785,51,1,1.0
45684,38,1,2.0
39524,34,0,2.0
59418,54,1,3.0
46285,20,0,2.0
31495,22,0,2.0
31316,27,1,1.0
49888,40,0,2.0
32643,30,1,2.0
34494,24,1,1.0
31034,33,1,1.0
28620,21,0,3.0
35038,35,1,2.0
42013,36,0,1.0
37831,39,1,2.0
26247,37,1,2.0
51117,52,0,2.0
56468,58,1,2.0
49485,57,1,1.0
31722,31,1,3.0
44860,27,1,1.0
54729,53,0,1.0
39966,26,1,1.0
52702,46,1,1.0
63965,40,1,3.0
38050,31,1,3.0
28398,27,0,2.0
43339,23,0,1.0
42626,29,0,3.0
26334,25,1,1.0
39441,27,0,3.0
46699,31,1,1.0
35637,20,0,1.0
38759,31,1,1.0
34437,29,0,2.0
37776,38,0,1.0
41337,37,0,2.0
42525,40,1,2.0
56156,25,0,3.0
43900,26,1,1.0
21387,30,0,1.0
34843,36,1,1.0
33741,39,1,2.0
41691,21,0,3.0
43867,30,0,2.0
48573,37,0,2.0
27111,35,0,2.0
51934,43,0,3.0
27704,37,1,2.0
26161,24,0,3.0
31375,19,1,2.0
65106,29,1,3.0
40735,35,1,2.0
43255,28,1,2.0
36321,32,1,2.0
50715,40,1,2.0
40065,34,1,0.0
47447,39,1,1.0
45761,25,0,3.0
66251,50,0,1.0
43479,29,0,1.0
32208,23,0,2.0
52208,42,1,2.0
32095,18,1,2.0
26765,37,0,2.0
44089,22,0,2.0
41318,28,0,3.0
49561,37,1,2.0
51391,41,0,3.0
59533,62,1,3.0
60222,45,1,1.0
40924,25,1,1.0
42037,19,1,0.0
26404,24,1,1.0
18016,20,0,2.0
50521,42,0,0.0
53438,53,0,1.0
46702,39,0,2.0
27862,32,0,2.0
37641,36,0,2.0
15000,21,0,2.0
49617,27,0,1.0
38691,34,1,2.0
38510,30,1,1.0
43290,31,0,0.0
39817,30,1,1.0
59852,28,1,3.0
15973,29,0,1.0
33015,22,0,2.0
28599,33,1,3.0
39706,41,1,2.0
57911,52,1,0.0
38759,39,1,2.0
34284,22,0,1.0
61542,48,1,1.0
31979,28,1,1.0
38022,33,1,1.0
15000,34,0,2.0
55682,31,0,2.0
27842,32,0,2.0
44863,35,0,1.0
24824,36,0,2.0
43014,27,1,1.0
44617,28,1,2.0
37791,41,0,2.0
43664,37,1,1.0
42628,28,1,1.0
50979,58,0,2.0
19468,27,0,1.0
34642,18,1,1.0
53734,38,1,0.0
25289,27,0,1.0
35825,32,1,1.0
46432,39,0,2.0
49522,30,1,1.0
37064,24,1,1.0
25713,24,1,1.0
33820,28,0,2.0
48533,30,0,1.0
39274,25,1,2.0
50012,36,0,2.0
39255,37,1,1.0
38780,38,0,1.0
47410,33,0,1.0
57303,42,1,2.0
23457,25,1,2.0
42054,37,0,2.0
41388,31,1,1.0
49672,46,1,2.0
61525,29,0,3.0
44747,28,1,2.0
62267,60,0,1.0
48184,40,0,1.0
46463,38,1,1.0
54642,50,0,3.0
32041,18,1,3.0
22877,19,0,0.0
41391,26,0,2.0
41395,27,0,3.0
28894,33,0,3.0
44119,39,1,3.0
33281,31,1,1.0
53991,32,0,1.0
47425,35,0,1.0
47217,42,1,1.0
36912,37,0,1.0
29243,24,0,2.0
59116,56,0,2.0
50026,26,0,3.0
40031,36,0,2.0
47745,25,0,3.0
33609,25,1,2.0
42261,29,0,2.0
88406,44,1,3.0
52240,35,1,3.0
39521,33,0,2.0
46795,32,0,1.0
63495,18,0,2.0
41249,36,1,2.0
28104,27,1,2.0
31247,23,1,0.0
49238,32,0,2.0
45109,34,1,1.0
32894,26,1,2.0
44495,25,0,2.0
30131,20,1,1.0
35240,18,0,2.0
27824,39,0,2.0
37364,34,1,2.0
38509,38,0,1.0
44155,24,1,2.0
71250,49,1,2.0
35074,20,0,2.0
42254,26,0,2.0
107316,48,0,3.0
36778,39,0,2.0
27012,34,1,2.0
45807,44,1,1.0
34459,33,1,1.0
44227,31,0,1.0
32690,19,1,1.0
38775,36,1,1.0
37290,36,1,1.0
27548,30,0,2.0
33417,26,0,3.0
29622,23,0,2.0
48795,50,1,1.0
47927,38,0,1.0
36171,24,0,3.0
40628,42,0,2.0
39383,24,1,3.0
29769,31,0,2.0
44849,23,0,2.0
27403,34,0,2.0
34555,32,0,3.0
44281,25,1,1.0
32328,21,0,2.0
46531,44,0,1.0
27542,33,1,1.0
31640,28,1,1.0
49785,52,1,2.0
48279,37,0,2.0
44698,27,1,1.0
41521,32,1,1.0
25909,30,0,2.0
42039,43,0,1.0
37492,43,0,2.0
35827,32,0,1.0
55592,19,1,2.0
53429,38,1,2.0
44757,24,1,1.0
20556,21,0,2.0
39923,21,1,3.0
41026,35,0,1.0
30416,32,0,1.0
40877,32,0,1.0
34633,23,0,3.0
35147,37,1,2.0
52909,43,1,2.0
19210,25,0,0.0
46657,36,1,2.0
46238,34,1,1.0
57902,40,0,1.0
42234,31,0,1.0
48745,43,0,2.0
47488,37,0,1.0
36324,18,1,0.0
48028,23,0,2.0
40039,35,0,2.0
21419,26,0,2.0
48541,34,0,1.0
37998,44,1,2.0
33478,21,1,1.0
50758,57,1,1.0
42568,43,0,1.0
30744,29,0,1.0
40294,34,0,1.0
35817,26,0,1.0
56690,27,0,3.0
46091,26,0,2.0
31931,33,1,1.0
35010,32,1,1.0
46944,44,0,1.0
40633,25,0,1.0
47670,33,1,1.0
54434,55,1,3.0
36620,24,1,3.0
40132,28,0,1.0
36400,26,1,2.0
58870,53,0,2.0
34804,33,1,1.0
44016,35,1,3.0
51746,42,0,3.0
47101,35,1,2.0
31979,39,0,2.0
31578,33,1,1.0
41704,29,0,0.0
37690,38,0,2.0
51228,53,0,1.0
28800,23,1,1.0
41663,28,0,1.0
33953,37,1,2.0
59115,50,0,3.0
34965,37,1,2.0
36384,21,0,3.0
48771,48,0,1.0
44843,37,0,1.0
39244,23,0,2.0
35169,28,1,0.0
60725,55,0,3.0
35952,27,1,1.0
115374,47,1,1.0
30830,34,1,2.0
30371,36,0,1.0
48559,35,1,2.0
18520,36,0,1.0
49496,44,1,2.0
41698,43,0,0.0
31879,19,0,2.0
39074,36,1,2.0
41402,29,1,2.0
51927,53,1,3.0
45464,39,0,3.0
52382,38,0,2.0
40747,28,0,0.0
40630,42,0,2.0
39752,35,1,1.0
39217,37,1,2.0
33566,25,1,1.0
37205,19,1,2.0
39174,35,0,2.0
48473,44,0,1.0
39791,22,1,3.0
35080,29,1,2.0
23926,37,0,0.0
40447,30,0,1.0
44747,41,0,1.0
55540,40,1,3.0
49800,39,1,2.0
51093,40,0,2.0
47775,31,0,3.0
24578,30,0,1.0
24109,24,0,0.0
25253,33,0,2.0
43360,38,1,1.0
55149,32,0,2.0
41554,32,1,1.0
38173,29,1,2.0
30531,37,1,2.0
31050,39,1,0.0
33099,18,0,2.0
27321,34,1,1.0
35238,29,0,1.0
36357,27,0,1.0
44155,21,0,2.0
40332,32,1,2.0
33672,38,1,3.0
65397,25,0,2.0
23048,30,0,1.0
