income,age,gender,education_level
45524,26,0,1.0
20084,31,1,0.0
27581,36,1,2.0
27079,37,1,1.0
17822,18,0,1.0
30977,35,1,2.0
44823,31,0,2.0
30452,36,1,1.0
31006,28,1,1.0
49614,35,1,1.0
31741,20,1,2.0
40673,28,1,2.0
41106,25,1,2.0
33414,18,0,2.0
50624,28,1,3.0
42800,26,1,1.0
30528,35,0,2.0
61223,47,0,3.0
51367,27,1,2.0
41252,33,1,1.0
30597,23,1,2.0
46393,25,0,1.0
39489,34,1,3.0
47622,44,0,2.0
51514,43,1,2.0
32465,22,0,1.0
19928,19,0,1.0
54462,37,0,2.0
28383,26,0,2.0
46885,28,0,2.0
31560,24,1,1.0
44642,34,1,2.0
25019,28,1,2.0
37729,27,0,1.0
30244,29,1,2.0
30504,25,1,2.0
24247,27,1,0.0
44497,32,1,0.0
41223,44,1,1.0
32212,35,1,1.0
34944,24,1,2.0
22478,39,0,1.0
40219,29,0,3.0
42188,36,0,3.0
32438,32,1,2.0
48129,29,0,2.0
30079,18,1,1.0
65253,55,0,1.0
40202,37,0,2.0
39780,26,1,2.0
37972,32,1,2.0
30086,22,1,2.0
25817,19,1,2.0
31980,26,1,1.0
38205,23,1,1.0
42370,34,0,2.0
31846,31,1,1.0
44299,39,1,1.0
55640,63,0,0.0
46908,30,1,1.0
33198,39,0,3.0
61543,18,1,3.0
42728,35,0,3.0
38269,39,1,1.0
51187,23,0,2.0
26195,19,0,1.0
44243,25,0,1.0
40914,35,1,2.0
47977,38,0,2.0
30154,30,1,2.0
57329,58,1,3.0
44759,30,0,1.0
47421,42,1,2.0
44336,25,1,2.0
53463,42,1,1.0
48445,34,1,2.0
32664,39,1,2.0
32675,21,0,2.0
57745,28,0,2.0
32991,30,1,1.0
60773,41,0,2.0
29026,39,1,1.0
38437,42,0,1.0
43085,36,0,1.0
40306,29,1,2.0
38390,34,0,1.0
23167,24,0,1.0
55587,43,0,2.0
43600,27,0,0.0
32522,29,1,1.0
30473,35,1,2.0
37222,20,1,1.0
28208,25,1,2.0
30716,24,0,1.0
29426,32,1,2.0
50109,40,0,3.0
41900,25,0,2.0
45292,18,0,2.0
47931,38,0,1.0
43139,28,0,2.0
51945,41,0,3.0
40729,34,1,3.0
39174,35,0,2.0
36256,25,1,0.0
36365,28,0,2.0
24785,18,0,1.0
35903,28,0,2.0
49882,45,1,1.0
42315,42,1,1.0
42486,40,1,1.0
49337,44,0,1.0
56869,56,1,2.0
32856,26,1,2.0
37070,34,1,2.0
70657,32,0,3.0
41350,28,0,2.0
45075,31,1,1.0
35585,27,1,1.0
23694,23,1,0.0
57035,46,0,3.0
55657,44,0,1.0
44316,26,1,1.0
49761,31,0,2.0
43004,33,0,1.0
31873,27,0,1.0
51402,25,1,2.0
39128,26,1,2.0
15000,34,0,3.0
30236,37,0,2.0
37592,21,0,2.0
34538,38,1,1.0
37481,36,1,1.0
46095,30,1,1.0
37773,31,1,3.0
37510,31,0,2.0
54766,37,1,2.0
54041,64,1,3.0
48969,33,0,1.0
41914,31,0,1.0
54093,35,1,1.0
31002,18,0,2.0
42049,40,0,2.0
55867,53,1,3.0
35692,29,1,1.0
29399,18,0,2.0
32513,21,0,1.0
42070,19,0,2.0
29992,33,0,1.0
29009,19,1,1.0
33779,31,1,3.0
49745,33,1,1.0
35748,31,1,2.0
15000,21,1,1.0
21894,30,0,1.0
37333,30,1,1.0
49412,30,0,2.0
35864,31,1,3.0
37714,32,1,1.0
54352,28,0,1.0
31199,35,1,1.0
55031,28,1,2.0
30841,27,1,2.0
51799,62,0,2.0
42083,40,1,2.0
34707,34,1,1.0
50840,50,1,1.0
50166,49,1,1.0
31707,22,1,2.0
31332,20,0,2.0
33171,25,1,1.0
40758,35,1,2.0
81199,46,0,1.0
54293,54,1,3.0
38791,40,1,1.0
44895,36,0,3.0
43978,28,1,0.0
41205,25,0,1.0
32512,27,0,2.0
42013,28,1,2.0
43612,29,0,2.0
31631,29,1,2.0
43150,39,0,2.0
37446,19,0,2.0
30159,31,1,2.0
32737,23,1,2.0
29895,25,0,3.0
48739,55,0,2.0
51941,37,0,2.0
43119,39,0,3.0
43744,44,0,1.0
24848,24,0,0.0
31639,23,0,2.0
42790,26,1,2.0
45823,38,1,3.0
49058,36,1,2.0
40942,31,0,1.0
52588,58,0,1.0
34362,31,0,3.0
26577,39,0,1.0
33907,20,0,2.0
39448,19,0,2.0
49775,42,1,2.0
43664,29,1,1.0
36112,22,1,1.0
38548,32,1,2.0
43831,36,1,3.0
52937,30,1,2.0
29660,19,1,2.0
56255,57,1,0.0
40792,24,1,2.0
40776,38,1,2.0
50984,58,1,3.0
58235,61,1,3.0
60886,46,0,2.0
40649,38,1,2.0
59540,53,1,3.0
37070,23,1,1.0
35109,21,0,2.0
47465,21,0,2.0
45876,30,1,2.0
32375,25,0,3.0
48464,35,0,2.0
29748,25,1,2.0
18579,39,0,1.0
35372,26,1,3.0
26544,31,1,2.0
32700,33,0,3.0
51461,43,1,0.0
36521,18,1,2.0
63696,42,0,2.0
37822,33,1,2.0
55940,39,1,1.0
42190,33,1,2.0
40225,40,0,1.0
47016,35,1,2.0
52446,28,0,1.0
39898,27,1,3.0
36841,30,0,1.0
38237,36,1,1.0
40648,39,0,2.0
36696,33,0,1.0
43997,25,1,1.0
38684,26,1,1.0
39437,25,1,1.0
50928,55,1,1.0
27005,18,0,2.0
33119,22,1,2.0
39236,34,0,2.0
33281,31,1,1.0
16985,37,1,1.0
35718,31,0,1.0
36118,37,0,3.0
41915,36,0,2.0
43813,35,0,2.0
30970,33,1,3.0
37181,18,0,2.0
39755,37,0,1.0
53695,47,0,3.0
39466,27,0,1.0
45415,31,1,1.0
38757,36,0,3.0
38052,38,1,2.0
47856,39,1,1.0
37604,36,0,1.0
44126,39,1,2.0
39567,40,0,3.0
32728,35,1,1.0
41645,35,0,2.0
39915,37,0,3.0
43384,44,1,3.0
42654,42,1,1.0
43914,43,0,3.0
47124,37,1,1.0
42402,33,0,2.0
43934,44,0,1.0
31147,19,0,1.0
39611,44,0,2.0
55215,25,0,3.0
32513,38,0,2.0
37976,19,0,2.0
27254,32,0,1.0
40001,40,1,1.0
42896,19,0,3.0
32733,30,0,2.0
37844,36,0,1.0
52526,40,1,2.0
48620,48,1,2.0
60485,50,1,3.0
58360,36,0,1.0
45226,41,1,0.0
17553,29,0,0.0
55070,25,0,1.0
41883,20,0,2.0
36154,20,0,2.0
35885,33,1,3.0
43885,43,0,2.0
18868,33,0,0.0
44193,34,0,1.0
44941,29,1,2.0
23791,22,0,0.0
39228,28,1,2.0
45718,30,0,1.0
42167,33,0,2.0
50496,41,1,3.0
37756,26,1,2.0
51676,60,1,0.0
48797,62,1,2.0
33469,27,0,1.0
44423,37,1,2.0
60571,27,0,1.0
43447,32,1,1.0
43392,29,1,1.0
36865,26,1,1.0
19844,22,0,2.0
34903,20,1,1.0
33590,36,0,3.0
43579,33,0,2.0
30052,31,0,1.0
42020,26,0,0.0
42038,29,0,2.0
38912,25,0,2.0
27128,22,1,2.0
41587,28,1,3.0
31533,27,1,3.0
41952,33,1,2.0
48021,44,0,2.0
37168,20,1,2.0
45158,30,1,1.0
42437,26,1,1.0
41129,32,1,1.0
15000,28,0,0.0
48811,42,0,1.0
42270,23,0,3.0
48313,37,1,2.0
32296,33,0,1.0
35483,31,0,1.0
49636,35,1,2.0
53896,55,1,1.0
39890,41,0,2.0
22040,34,1,0.0
35035,37,0,1.0
22711,35,1,0.0
18802,19,0,1.0
41214,39,0,1.0
53696,60,1,2.0
54856,21,0,1.0
35449,32,1,2.0
53715,50,0,2.0
39809,29,0,2.0
40794,27,1,1.0
21922,21,1,2.0
42525,32,1,0.0
24637,28,1,0.0
50611,43,1,1.0
37641,30,0,1.0
42118,29,0,1.0
57007,47,1,3.0
28832,33,0,2.0
50848,47,0,2.0
27600,29,1,2.0
45316,31,0,1.0
43359,33,1,2.0
38674,26,0,1.0
48779,42,0,2.0
59736,58,1,2.0
41030,32,1,2.0
36451,23,1,0.0
39637,44,1,2.0
64813,35,1,2.0
34408,35,0,2.0
39351,20,0,1.0
35002,23,0,2.0
39792,27,1,1.0
43664,19,0,2.0
32932,27,1,2.0
47797,42,0,2.0
36835,37,1,1.0
35451,19,0,2.0
34102,36,0,1.0
45609,38,1,1.0
37516,36,0,1.0
32100,18,0,2.0
30592,26,1,1.0
29915,27,0,2.0
35632,37,0,1.0
53404,43,0,2.0
53221,26,1,3.0
23740,28,1,0.0
36803,29,0,0.0
55273,28,0,2.0
36136,26,0,2.0
58008,43,0,2.0
50578,54,0,2.0
63280,42,0,2.0
27202,25,0,2.0
37081,27,1,3.0
29263,19,0,2.0
38867,22,0,3.0
34036,29,0,2.0
29464,22,1,2.0
37472,27,0,2.0
32384,38,1,1.0
48186,26,0,0.0
38936,30,1,2.0
43211,25,1,2.0
61280,32,1,2.0
38953,18,1,2.0
35480,33,1,1.0
43750,43,1,2.0
48768,39,1,3.0
29728,22,1,1.0
36690,27,0,2.0
37716,23,0,2.0
43936,26,1,3.0
20058,38,0,0.0
49026,35,1,0.0
51092,32,0,2.0
47291,27,0,2.0
40889,38,0,3.0
43116,29,0,2.0
35666,39,0,1.0
29125,23,1,2.0
42300,18,0,1.0
44729,36,1,1.0
33037,30,0,2.0
42058,27,0,1.0
46314,31,1,1.0
35421,39,0,1.0
49111,49,0,1.0
49005,37,1,1.0
52163,27,0,2.0
30206,21,1,2.0
38939,36,1,2.0
43533,42,0,2.0
33963,26,0,1.0
42953,39,0,3.0
38508,21,1,0.0
31676,23,1,2.0
32351,28,1,2.0
32085,39,1,2.0
42342,36,1,2.0
33768,38,0,2.0
49500,28,1,2.0
29163,36,0,2.0
45821,25,1,1.0
43524,39,0,1.0
36379,34,1,1.0
46837,18,0,1.0
31859,30,0,1.0
77320,44,1,0.0
35797,36,0,1.0
39135,27,0,3.0
37476,28,1,2.0
29063,35,1,1.0
28000,34,0,2.0
31105,30,1,1.0
29745,19,1,0.0
37635,28,0,3.0
25100,26,1,2.0
23958,35,1,0.0
35509,18,1,1.0
35112,26,1,1.0
55072,42,1,3.0
39731,37,0,2.0
51184,41,0,3.0
52902,59,0,3.0
54258,42,0,3.0
23390,26,0,0.0
52059,50,1,3.0
30002,39,1,2.0
46969,26,1,1.0
49372,34,0,2.0
29053,34,1,2.0
49694,60,1,1.0
49500,33,0,1.0
43047,18,1,3.0
36872,26,1,2.0
65668,52,0,1.0
39916,29,1,0.0
45593,38,0,1.0
24638,26,0,0.0
34007,33,1,3.0
33355,39,0,2.0
39012,27,0,1.0
30275,39,1,3.0
31444,26,1,1.0
54146,30,1,3.0
37434,41,1,3.0
42539,33,0,3.0
54210,36,0,3.0
43703,30,0,3.0
50861,25,0,2.0
36719,20,0,2.0
26199,35,1,3.0
50387,31,0,2.0
35567,19,0,2.0
45083,31,1,2.0
44686,24,1,2.0
49353,37,1,3.0
44616,33,1,1.0
33853,22,0,3.0
33436,39,0,2.0
22737,35,0,0.0
38294,42,0,2.0
31269,31,1,2.0
69405,35,0,1.0
39993,22,1,1.0
43577,38,1,1.0
45170,20,0,2.0
51662,29,1,2.0
37185,23,1,2.0
35895,29,0,1.0
45188,29,0,2.0
39229,42,0,2.0
35818,20,0,3.0
47070,31,0,2.0
59911,25,0,1.0
43388,30,1,2.0
34706,22,1,1.0
37657,34,1,2.0
26422,23,0,2.0
38004,36,0,2.0
21668,22,0,0.0
52365,42,1,1.0
35302,30,1,1.0
30490,33,1,2.0
40856,36,0,2.0
53820,43,1,2.0
46109,37,1,2.0
28878,27,1,1.0
41797,28,0,0.0
34269,36,1,1.0
41976,38,0,1.0
36248,38,0,2.0
52542,60,0,3.0
37426,29,0,1.0
27423,30,0,1.0
43233,26,1,1.0
39100,27,0,0.0
28662,18,0,2.0
38706,38,1,2.0
34637,25,1,2.0
42010,29,1,3.0
47518,34,1,3.0
32765,34,0,2.0
38829,32,0,1.0
36593,28,1,1.0
32387,33,1,2.0
44490,24,0,1.0
37209,28,0,0.0
34727,33,1,1.0
32203,33,0,3.0
25522,18,0,1.0
22547,34,0,0.0
53407,31,0,1.0
42096,28,0,2.0
33823,30,1,2.0
35745,25,0,0.0
38227,40,0,2.0
38422,36,0,2.0
43605,24,0,2.0
48076,24,0,2.0
24378,39,1,0.0
49544,40,1,1.0
49321,44,1,1.0
55703,34,1,0.0
28884,32,1,2.0
42076,36,0,2.0
43696,29,0,1.0
41041,39,1,3.0
59184,39,0,1.0
44292,38,0,3.0
37856,35,0,2.0
27925,35,0,2.0
34450,26,1,0.0
42913,30,1,1.0
46069,43,0,3.0
34265,28,1,3.0
45443,27,1,2.0
42136,33,0,3.0
40472,37,0,2.0
45315,41,0,2.0
21964,29,1,0.0
30621,24,1,1.0
21926,34,0,0.0
54246,64,1,3.0
43610,29,0,1.0
30790,18,1,2.0
15000,25,0,0.0
44884,27,0,1.0
39187,42,1,1.0
44843,37,0,1.0
41893,39,1,2.0
31798,28,1,1.0
35812,38,1,2.0
51887,34,1,2.0
44416,41,1,0.0
43416,39,1,2.0
49725,35,0,1.0
19402,19,1,0.0
39333,38,1,2.0
54904,39,1,3.0
40054,36,0,1.0
25300,24,1,1.0
44490,18,1,2.0
38741,29,1,1.0
33596,27,1,2.0
37535,35,1,2.0
46019,25,1,2.0
39885,28,1,3.0
41194,42,1,3.0
31397,28,1,2.0
29490,19,0,3.0
29795,22,1,2.0
24823,18,1,2.0
40579,44,0,2.0
30221,28,1,1.0
31258,33,1,2.0
41205,37,1,3.0
32542,19,0,1.0
44432,29,0,1.0
30450,34,1,3.0
44503,39,0,2.0
48929,45,1,3.0
28524,38,0,1.0
46628,42,0,2.0
50339,58,0,2.0
71703,49,0,2.0
51931,47,1,1.0
36794,37,1,1.0
30873,36,0,1.0
22016,22,1,0.0
51328,25,1,1.0
29707,38,0,1.0
47426,23,0,2.0
48279,40,1,3.0
45745,32,1,1.0
26984,23,1,1.0
47513,30,1,3.0
30771,27,1,1.0
63323,33,1,2.0
51964,18,1,2.0
38975,26,1,1.0
49787,58,0,1.0
40298,23,0,2.0
41885,40,0,1.0
34520,33,0,2.0
34293,38,1,1.0
45134,29,0,1.0
26912,19,0,3.0
58640,25,0,2.0
48101,33,0,3.0
46882,26,1,2.0
47344,44,0,2.0
33840,28,0,2.0
29987,38,1,1.0
33830,18,1,1.0
38624,41,1,3.0
46048,26,1,2.0
46483,41,0,2.0
41312,35,0,1.0
55087,44,1,2.0
39708,33,0,3.0
27648,34,0,1.0
28379,34,1,2.0
53673,21,1,0.0
56101,41,1,3.0
33283,29,0,3.0
47519,35,1,2.0
28311,24,1,1.0
22074,36,0,0.0
46822,23,0,2.0
35894,26,0,2.0
36307,21,0,2.0
58488,50,1,3.0
44856,36,1,1.0
41760,41,1,2.0
45510,26,0,1.0
48521,33,0,1.0
30827,22,0,2.0
28427,38,1,2.0
24838,20,0,1.0
39625,38,1,2.0
44911,32,0,1.0
32507,22,0,2.0
31286,35,1,3.0
25698,20,0,2.0
36145,20,1,3.0
55599,30,0,2.0
34577,20,1,3.0
15490,35,1,1.0
34859,24,0,2.0
48275,32,1,2.0
38231,44,1,1.0
49198,61,1,1.0
21872,33,1,0.0
34748,28,0,3.0
15440,18,1,2.0
32587,30,0,2.0
53277,48,1,2.0
63898,49,0,3.0
44302,32,1,2.0
36551,38,0,2.0
36939,38,0,2.0
42765,22,0,2.0
34931,25,1,2.0
36876,31,1,2.0
31403,29,1,2.0
36023,35,1,1.0
42405,44,1,2.0
41314,27,1,3.0
27466,22,1,2.0
44672,43,1,1.0
37721,43,0,3.0
33822,22,0,1.0
40580,28,0,2.0
37595,22,0,1.0
47922,25,1,2.0
43621,29,0,1.0
30387,32,0,1.0
51863,49,0,3.0
62662,45,1,2.0
54065,40,1,3.0
35866,34,1,3.0
47447,38,1,1.0
40327,39,0,0.0
34035,20,0,1.0
22724,33,0,1.0
18849,35,1,0.0
41978,38,0,0.0
47709,24,1,1.0
58344,34,1,1.0
23417,34,0,1.0
19052,19,0,1.0
38156,36,0,1.0
36692,24,1,2.0
42082,27,1,1.0
42775,33,1,3.0
18850,18,1,1.0
56589,57,1,3.0
41898,30,0,3.0
24551,25,0,1.0
36027,33,1,2.0
20720,22,1,2.0
31769,34,0,1.0
24575,21,0,2.0
46867,26,1,1.0
37094,20,1,2.0
55959,29,0,2.0
36543,28,1,0.0
44828,33,1,1.0
19263,28,0,0.0
33415,25,1,1.0
56617,42,0,1.0
31604,38,1,2.0
34546,19,1,1.0
37863,35,1,2.0
56221,46,0,2.0
38893,31,0,1.0
39204,26,0,1.0
23256,36,0,0.0
30855,21,1,3.0
57929,32,0,2.0
49558,40,0,2.0
51962,63,0,1.0
42006,37,0,2.0
40060,26,1,2.0
55248,61,1,2.0
35124,38,1,1.0
26249,28,1,2.0
50737,34,1,3.0
44203,40,1,3.0
44597,26,1,2.0
41221,42,1,2.0
29832,18,1,2.0
38267,31,1,0.0
31480,22,0,2.0
54586,25,1,1.0
31558,27,1,2.0
84917,48,0,3.0
38410,19,1,1.0
50955,55,0,3.0
33265,37,0,3.0
50751,60,1,2.0
34867,33,1,1.0
53937,40,0,2.0
29049,18,0,1.0
43744,44,1,1.0
36659,31,0,2.0
40527,40,0,2.0
35928,37,1,1.0
42763,35,1,1.0
38240,26,1,1.0
26871,18,1,1.0
44541,37,1,1.0
42460,37,1,2.0
42603,38,1,3.0
31158,29,1,3.0
42444,38,0,2.0
43441,29,0,1.0
37131,39,0,1.0
56906,39,1,2.0
39481,42,0,2.0
28012,28,1,2.0
28556,33,1,1.0
31965,27,0,2.0
44851,31,1,1.0
35357,21,1,1.0
39880,29,0,2.0
35474,26,1,1.0
47726,30,0,1.0
33875,22,1,2.0
62459,44,0,1.0
36108,35,0,1.0
33600,33,1,1.0
42726,36,1,2.0
32442,27,0,1.0
16843,36,1,1.0
40972,28,1,0.0
35065,33,0,2.0
42858,40,0,1.0
29651,32,0,1.0
39573,26,0,1.0
39795,31,0,2.0
30312,29,0,2.0
47299,44,1,1.0
41489,42,0,3.0
37141,29,1,2.0
43745,29,1,1.0
38274,30,0,1.0
39130,38,0,2.0
51860,37,1,3.0
30433,22,0,2.0
42039,44,0,3.0
21066,34,1,1.0
31087,27,0,1.0
34787,34,0,2.0
51534,35,0,2.0
33044,31,0,2.0
40543,37,1,2.0
24035,25,0,3.0
41498,27,0,3.0
29239,18,0,1.0
42146,28,0,2.0
60996,34,0,0.0
27508,32,1,0.0
38119,27,1,2.0
46418,44,1,2.0
46516,44,1,2.0
45019,35,1,2.0
51068,43,1,2.0
55110,53,0,3.0
31305,36,1,1.0
38567,27,1,1.0
59601,27,1,2.0
46624,29,0,2.0
61646,60,0,1.0
41943,41,1,1.0
37917,21,1,1.0
24909,26,1,1.0
34579,22,1,1.0
46256,41,1,1.0
29240,27,1,3.0
46180,31,0,2.0
37304,21,0,2.0
42834,36,1,2.0
45721,36,1,3.0
51699,47,1,2.0
31119,27,1,2.0
50520,40,1,2.0
32037,22,1,2.0
56950,33,0,2.0
63039,53,1,2.0
38812,32,0,1.0
43856,18,1,3.0
34132,33,0,2.0
38410,25,0,2.0
43341,35,0,3.0
29864,19,0,1.0
31009,26,0,0.0
40892,34,0,1.0
28531,39,0,2.0
45945,42,0,2.0
45038,35,1,2.0
49055,45,0,0.0
43693,26,0,1.0
47019,36,0,2.0
52767,27,0,2.0
38554,43,1,3.0
45132,34,0,2.0
48282,27,1,0.0
24698,20,1,1.0
48023,42,0,2.0
33519,38,0,3.0
30715,23,1,1.0
38334,21,1,2.0
26781,21,1,2.0
38058,40,0,1.0
64877,30,0,3.0
43377,30,1,1.0
45634,36,0,0.0
44861,39,0,1.0
38162,25,1,2.0
49601,27,1,2.0
55287,34,0,1.0
48106,40,1,2.0
30061,38,1,2.0
47997,33,0,2.0
43597,44,0,1.0
38317,35,1,2.0
29306,27,1,1.0
29933,21,1,2.0
37805,32,1,2.0
58135,50,0,2.0
43804,24,0,2.0
44489,34,1,2.0
31941,24,0,1.0
37250,33,0,1.0
54941,34,0,3.0
16920,39,0,2.0
39678,40,1,2.0
30362,33,0,1.0
45706,37,1,1.0
43938,28,1,1.0
38244,29,1,2.0
20658,25,1,2.0
54824,44,1,2.0
51403,39,1,1.0
42221,30,0,2.0
49438,30,0,2.0
44644,38,0,2.0
52865,39,0,2.0
51647,58,0,3.0
41918,28,0,2.0
42539,37,1,2.0
47318,38,1,1.0
63420,34,1,1.0
42955,20,1,2.0
51411,58,1,2.0
41874,31,0,3.0
35543,25,1,1.0
35295,39,0,3.0
42353,19,1,3.0
36188,29,0,2.0
33386,29,1,2.0
38728,34,0,1.0
36883,29,0,2.0
39948,32,0,1.0
31243,25,1,1.0
25822,38,1,1.0
23550,22,1,2.0
35832,36,1,2.0
45088,20,0,3.0
47955,29,1,2.0
43765,29,1,2.0
39022,33,0,3.0
51936,55,1,3.0
26256,19,0,2.0
36702,25,1,2.0
49570,38,1,1.0
35070,29,0,2.0
42091,27,1,1.0
26586,18,0,2.0
46161,36,0,2.0
34231,20,0,0.0
39985,26,1,2.0
48576,39,0,3.0
29194,22,0,2.0
52138,48,0,3.0
32351,38,0,3.0
46357,38,0,3.0
42130,35,0,3.0
53676,42,0,1.0
56773,59,1,3.0
49815,26,0,2.0
30552,18,1,1.0
43623,23,1,1.0
46581,41,0,3.0
32500,28,0,0.0
35845,37,1,0.0
35553,24,1,3.0
41857,39,0,2.0
28940,31,0,3.0
50618,58,0,2.0
43047,31,1,3.0
40375,29,1,2.0
77910,41,1,1.0
34565,21,1,3.0
63184,34,0,3.0
37822,34,1,1.0
57765,32,1,1.0
56831,30,1,1.0
39854,41,1,2.0
38335,37,1,2.0
36750,21,1,2.0
45143,32,1,0.0
42469,39,0,2.0
69082,42,1,3.0
49975,31,0,3.0
46059,42,0,2.0
47186,32,1,2.0
39305,30,0,3.0
32075,20,1,2.0
49910,43,1,1.0
47597,42,1,2.0
36547,28,1,2.0
44948,43,1,1.0
41263,24,1,1.0
33709,25,0,0.0
46368,44,1,2.0
44016,35,1,2.0
41538,33,0,1.0
36486,38,0,2.0
33024,36,0,2.0
28870,27,1,2.0
53221,23,0,3.0
47458,44,1,2.0
39371,18,0,2.0
51000,52,1,2.0
30717,30,0,0.0
25572,36,1,1.0
46072,24,0,1.0
81167,41,1,3.0
57515,44,1,2.0
36184,35,0,3.0
50746,38,0,1.0
37193,31,1,2.0
37148,35,1,1.0
39522,34,0,3.0
45867,41,1,2.0
30268,23,0,2.0
52943,29,1,2.0
51150,34,1,3.0
63718,47,0,2.0
33871,31,1,1.0
43737,38,1,2.0
36129,37,0,1.0
47447,38,1,3.0
46633,42,1,2.0
27107,35,1,1.0
37911,33,0,1.0
34219,29,0,1.0
37128,22,1,1.0
24266,21,0,3.0
38813,19,1,2.0
32677,19,1,2.0
36281,27,0,1.0
35373,25,0,1.0
48706,63,1,1.0
43243,27,1,3.0
32415,38,0,1.0
43098,41,1,1.0
36323,33,0,1.0
35323,35,1,2.0
40762,44,0,1.0
44216,39,0,2.0
50743,50,0,2.0
43977,30,1,2.0
66651,51,1,2.0
42975,29,0,3.0
40939,37,1,1.0
46829,29,1,1.0
40513,41,1,2.0
32511,34,1,3.0
32131,32,0,2.0
35822,34,1,2.0
39218,41,1,1.0
37063,20,0,1.0
26574,27,0,2.0
74224,32,1,3.0
29408,30,0,1.0
36941,20,1,1.0
38453,20,0,2.0
32993,32,1,2.0
42247,35,0,1.0
34801,33,1,1.0
40143,35,0,2.0
46072,27,1,1.0
44473,28,0,1.0
41542,39,1,1.0
48626,58,1,2.0
37284,21,1,1.0
26020,23,0,1.0
41808,27,0,1.0
15000,33,0,2.0
87994,41,0,3.0
39010,25,1,2.0
32568,22,1,2.0
49820,21,0,2.0
39253,22,1,1.0
37139,28,1,1.0
55097,23,1,3.0
32064,25,1,1.0
22014,31,1,1.0
47058,37,0,3.0
30550,25,1,2.0
61897,62,0,2.0
55246,56,0,3.0
48741,50,0,2.0
44181,28,1,3.0
26908,21,0,1.0
54570,19,0,1.0
65061,28,0,1.0
43626,41,1,1.0
35916,27,1,2.0
44120,20,1,2.0
61070,44,1,1.0
41931,26,1,2.0
32605,37,0,2.0
55714,42,0,1.0
40027,37,1,1.0
33415,19,1,0.0
55199,43,0,3.0
33319,37,1,2.0
34921,18,0,1.0
58425,57,0,3.0
59787,32,1,1.0
26667,34,0,2.0
43116,41,0,1.0
55900,64,0,0.0
24198,35,1,2.0
49591,59,1,3.0
25381,26,1,0.0
32782,19,0,1.0
43955,26,1,2.0
48152,34,1,1.0
61201,31,0,3.0
25547,31,1,2.0
46957,29,0,3.0
41322,43,1,2.0
39990,28,0,2.0
33702,20,1,3.0
42751,42,1,1.0
64953,62,1,2.0
27906,19,0,1.0
45809,42,0,3.0
20342,31,0,1.0
38953,39,0,3.0
44776,24,0,1.0
31153,35,1,1.0
42027,18,0,1.0
41708,36,1,2.0
33164,18,1,2.0
20414,33,0,1.0
42213,30,0,2.0
23145,19,1,1.0
35537,26,1,1.0
42659,31,1,2.0
38017,34,0,2.0
35649,39,0,3.0
25951,29,1,2.0
69377,40,1,2.0
35022,20,0,1.0
48022,30,1,1.0
47749,23,0,1.0
34290,37,1,3.0
36094,36,1,2.0
49784,51,0,1.0
38465,41,0,0.0
39856,32,0,2.0
42336,34,0,1.0
38863,38,0,3.0
44968,36,0,2.0
42764,38,0,0.0
35568,18,0,2.0
40687,25,1,2.0
37453,33,1,2.0
56152,62,0,3.0
36844,31,0,2.0
44473,29,1,2.0
53353,48,1,0.0
35008,30,0,1.0
44522,24,0,2.0
40684,32,1,0.0
47117,27,1,1.0
42317,28,1,3.0
53263,26,0,3.0
20917,23,0,1.0
55410,44,1,1.0
43511,40,1,1.0
29814,33,0,2.0
40892,43,0,3.0
50089,50,0,3.0
39590,31,0,1.0
37677,36,1,3.0
53027,63,0,1.0
34201,23,1,2.0
38929,36,0,0.0
25417,23,1,0.0
41548,34,0,3.0
54461,28,1,3.0
45165,34,1,2.0
33427,37,1,1.0
24672,34,1,0.0
38662,36,1,1.0
42810,40,0,0.0
43653,34,1,2.0
43459,25,1,2.0
35487,29,1,1.0
44588,30,1,3.0
46247,42,1,2.0
40985,34,0,3.0
36617,24,1,2.0
49402,20,1,2.0
48034,36,1,0.0
48772,46,0,3.0
41907,40,0,2.0
36503,36,1,2.0
29074,32,1,2.0
28706,28,0,2.0
47186,30,0,1.0
50134,49,1,3.0
37576,38,1,3.0
33567,28,1,2.0
33995,26,0,1.0
41955,34,1,2.0
29575,36,0,2.0
39437,39,0,3.0
50669,29,1,2.0
41063,36,0,2.0
37156,25,1,2.0
54341,21,0,3.0
17939,21,0,0.0
33177,37,1,2.0
29566,33,1,2.0
37362,41,1,3.0
57406,21,0,2.0
33322,28,1,2.0
36190,34,1,1.0
37837,18,1,2.0
25212,19,1,1.0
30988,29,1,1.0
50980,57,0,2.0
40002,39,0,2.0
39858,18,0,1.0
37067,38,0,1.0
22711,26,1,2.0
18218,23,1,1.0
54531,37,1,2.0
30253,27,0,1.0
24733,31,0,0.0
37051,23,0,2.0
26715,35,0,2.0
32941,27,1,1.0
29418,26,0,2.0
40888,20,0,3.0
50514,26,0,3.0
50739,31,1,3.0
33619,23,1,1.0
42262,25,1,2.0
35336,28,0,2.0
44983,27,0,0.0
25365,22,0,2.0
37787,29,1,1.0
54825,28,0,3.0
36517,31,1,1.0
67800,60,1,2.0
17484,19,0,1.0
30995,36,0,2.0
42105,35,1,2.0
57689,29,1,3.0
26477,28,0,2.0
44963,22,1,1.0
37654,27,0,2.0
29811,30,0,3.0
37172,39,1,2.0
44212,28,0,2.0
44727,35,0,1.0
29373,20,1,2.0
97426,42,1,3.0
35284,27,1,2.0
